step,resource,observation_0,action_0,personal_reward_0,empathic_reward_0,combined_reward_0,observation_1,action_1,personal_reward_1,empathic_reward_1,combined_reward_1,observation_2,action_2,personal_reward_2,empathic_reward_2,combined_reward_2,observation_3,action_3,personal_reward_3,empathic_reward_3,combined_reward_3,observation_4,action_4,personal_reward_4,empathic_reward_4,combined_reward_4
737,1627.0,[-0.65],1,0.42,-0.6785714285714286,-0.2585714285714286,[-0.65],1,0.42,-0.6785714285714286,-0.2585714285714286,[-0.4],0,0.0,-0.46428571428571425,-0.46428571428571425,[-0.4],0,0.0,-0.46428571428571425,-0.46428571428571425,[-0.5],1,0.21,-0.5714285714285714,-0.36142857142857143
738,1627.0,[-0.675],0,0.42,-0.7142857142857142,-0.2942857142857142,[-0.675],0,0.35,-0.6785714285714286,-0.3285714285714286,[-0.45],0,0.0,-0.49999999999999994,-0.49999999999999994,[-0.45],0,0.0,-0.49999999999999994,-0.49999999999999994,[-0.55],1,0.21,-0.6071428571428571,-0.39714285714285713
739,1626.0,[-0.725],0,0.35,-0.75,-0.4,[-0.675],0,0.27999999999999997,-0.7142857142857142,-0.4342857142857142,[-0.5],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.5],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.6],1,0.51,-0.6785714285714286,-0.1685714285714286
740,1626.0,[-0.75],0,0.27999999999999997,-0.7857142857142856,-0.5057142857142856,[-0.725],0,0.21,-0.75,-0.54,[-0.575],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.575],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.675],1,0.21,-0.75,-0.54
741,1624.0,[-0.8],0,0.21,-0.7857142857142858,-0.5757142857142858,[-0.75],0,0.13999999999999999,-0.75,-0.61,[-0.65],1,0.37,-0.7142857142857142,-0.3442857142857142,[-0.65],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.75],1,0.51,-0.7857142857142857,-0.2757142857142857
742,1624.0,[-0.8],0,0.21,-0.8214285714285714,-0.6114285714285714,[-0.775],0,0.06999999999999999,-0.75,-0.68,[-0.725],1,0.06999999999999999,-0.75,-0.68,[-0.7],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.8],1,0.21,-0.8214285714285714,-0.6114285714285714
743,1624.0,[-0.85],0,0.21,-0.8214285714285714,-0.6114285714285714,[-0.775],0,0.06999999999999999,-0.75,-0.68,[-0.775],1,0.06999999999999999,-0.75,-0.68,[-0.75],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.85],1,0.21,-0.8214285714285714,-0.6114285714285714
744,1624.0,[-0.85],1,0.13999999999999999,-0.8928571428571429,-0.7528571428571429,[-0.775],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.775],1,0.06999999999999999,-0.8571428571428572,-0.7871428571428573,[-0.75],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.85],1,0.13999999999999999,-0.8928571428571429,-0.7528571428571429
745,1623.0,[-0.9],1,0.06999999999999999,-0.8571428571428572,-0.7871428571428573,[-0.825],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.85],1,0.43999999999999995,-0.8928571428571429,-0.45285714285714296,[-0.825],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.9],1,0.13999999999999999,-0.8928571428571429,-0.7528571428571429
746,1621.0,[-0.85],1,0.37,-0.8214285714285714,-0.4514285714285714,[-0.825],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.9],1,0.13999999999999999,-0.8571428571428572,-0.7171428571428572,[-0.825],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.9],1,0.51,-0.8928571428571429,-0.3828571428571429
747,1620.0,[-0.825],1,0.43999999999999995,-0.8214285714285714,-0.38142857142857145,[-0.8],0,0.0,-0.75,-0.75,[-0.875],0,0.13999999999999999,-0.8214285714285714,-0.6814285714285714,[-0.8],0,0.0,-0.75,-0.75,[-0.9],1,0.21,-0.8571428571428572,-0.6471428571428572
748,1619.0,[-0.825],1,0.51,-0.8214285714285714,-0.3114285714285714,[-0.75],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.825],0,0.13999999999999999,-0.7857142857142856,-0.6457142857142856,[-0.75],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.85],1,0.21,-0.8214285714285714,-0.6114285714285714
749,1618.0,[-0.825],1,0.58,-0.8571428571428572,-0.27714285714285725,[-0.725],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.8],0,0.13999999999999999,-0.7857142857142857,-0.6457142857142857,[-0.725],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.825],1,0.13999999999999999,-0.7857142857142857,-0.6457142857142857
750,1618.0,[-0.85],1,0.27999999999999997,-0.8571428571428572,-0.5771428571428572,[-0.7],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.775],0,0.13999999999999999,-0.7857142857142857,-0.6457142857142857,[-0.7],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.775],1,0.13999999999999999,-0.7857142857142857,-0.6457142857142857
751,1616.0,[-0.85],1,0.6499999999999999,-0.8928571428571429,-0.242857142857143,[-0.7],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.775],0,0.06999999999999999,-0.75,-0.68,[-0.7],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.775],1,0.43999999999999995,-0.7857142857142857,-0.34571428571428575
752,1614.0,[-0.9],1,0.35,-0.8214285714285714,-0.4714285714285714,[-0.725],1,0.37,-0.6785714285714286,-0.3085714285714286,[-0.75],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.725],1,0.0,-0.6428571428571428,-0.6428571428571428,[-0.8],1,0.51,-0.75,-0.24
753,1612.0,[-0.85],1,0.72,-0.7857142857142857,-0.06571428571428573,[-0.7],1,0.06999999999999999,-0.6071428571428571,-0.5371428571428571,[-0.7],0,0.06999999999999999,-0.6071428571428571,-0.5371428571428571,[-0.675],1,0.0,-0.5714285714285714,-0.5714285714285714,[-0.775],1,0.58,-0.7142857142857143,-0.13428571428571434
754,1610.0,[-0.8],1,0.7899999999999999,-0.75,0.039999999999999925,[-0.6],1,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.6],0,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.575],1,0.0,-0.5,-0.5,[-0.725],1,0.6499999999999999,-0.6785714285714286,-0.028571428571428692
755,1607.0,[-0.775],1,0.8599999999999999,-0.7142857142857143,0.14571428571428557,[-0.55],1,0.43999999999999995,-0.45238095238095233,-0.012380952380952381,[-0.55],0,0.0,-0.3809523809523809,-0.3809523809523809,[-0.525],1,0.37,-0.4166666666666666,-0.04666666666666658,[-0.7],1,0.35,-0.5595238095238095,-0.20952380952380956
756,1607.0,[-0.725],1,0.48999999999999994,-0.75,-0.26000000000000006,[-0.475],1,0.13999999999999999,-0.5714285714285714,-0.4314285714285714,[-0.4],0,0.0,-0.5,-0.5,[-0.425],1,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.575],1,0.27999999999999997,-0.6428571428571429,-0.36285714285714293
757,1605.0,[-0.75],1,0.7899999999999999,-0.7142857142857143,0.07571428571428562,[-0.575],1,0.51,-0.5714285714285714,-0.06142857142857139,[-0.5],0,0.0,-0.4642857142857143,-0.4642857142857143,[-0.525],0,0.06999999999999999,-0.5,-0.43,[-0.65],1,0.27999999999999997,-0.6071428571428572,-0.32714285714285724
758,1603.0,[-0.725],1,0.7899999999999999,-0.6785714285714285,0.11142857142857143,[-0.575],1,0.58,-0.5714285714285714,0.008571428571428563,[-0.475],0,0.0,-0.4285714285714285,-0.4285714285714285,[-0.5],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.625],1,0.27999999999999997,-0.5714285714285714,-0.2914285714285714
759,1602.0,[-0.675],1,0.42,-0.6428571428571428,-0.2228571428571428,[-0.575],1,0.27999999999999997,-0.5714285714285714,-0.2914285714285714,[-0.425],0,0.0,-0.4285714285714285,-0.4285714285714285,[-0.45],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.575],1,0.6499999999999999,-0.6071428571428571,0.042857142857142816
760,1602.0,[-0.65],1,0.42,-0.6428571428571428,-0.2228571428571428,[-0.575],1,0.27999999999999997,-0.5714285714285714,-0.2914285714285714,[-0.425],0,0.0,-0.4285714285714285,-0.4285714285714285,[-0.45],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.6],1,0.35,-0.6071428571428571,-0.2571428571428571
761,1601.0,[-0.65],1,0.72,-0.6785714285714285,0.04142857142857148,[-0.575],1,0.27999999999999997,-0.6071428571428571,-0.3271428571428571,[-0.425],1,0.0,-0.4642857142857142,-0.4642857142857142,[-0.45],0,0.06999999999999999,-0.4999999999999999,-0.4299999999999999,[-0.6],1,0.27999999999999997,-0.6071428571428571,-0.3271428571428571
762,1598.0,[-0.675],1,0.7899999999999999,-0.6785714285714285,0.11142857142857143,[-0.6],1,0.58,-0.5714285714285714,0.008571428571428563,[-0.45],1,0.0,-0.4285714285714285,-0.4285714285714285,[-0.475],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.6],1,0.58,-0.5714285714285714,0.008571428571428563
763,1596.0,[-0.675],0,0.42,-0.6428571428571428,-0.2228571428571428,[-0.575],1,0.27999999999999997,-0.5714285714285714,-0.2914285714285714,[-0.425],1,0.37,-0.4642857142857142,-0.0942857142857142,[-0.45],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.575],1,0.58,-0.5714285714285714,0.008571428571428563
764,1594.0,[-0.65],0,0.35,-0.6071428571428571,-0.2571428571428571,[-0.575],1,0.6499999999999999,-0.6071428571428571,0.042857142857142816,[-0.45],1,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.45],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.575],1,0.58,-0.5714285714285714,0.008571428571428563
765,1593.0,[-0.625],0,0.27999999999999997,-0.6428571428571428,-0.3628571428571428,[-0.625],1,0.6499999999999999,-0.6785714285714285,-0.02857142857142858,[-0.475],1,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.475],0,0.0,-0.5,-0.5,[-0.6],1,0.27999999999999997,-0.6428571428571428,-0.3628571428571428
766,1592.0,[-0.65],0,0.27999999999999997,-0.6071428571428571,-0.3271428571428571,[-0.675],1,0.72,-0.6785714285714285,0.04142857142857148,[-0.525],1,0.06999999999999999,-0.4999999999999999,-0.4299999999999999,[-0.5],0,0.0,-0.4642857142857142,-0.4642857142857142,[-0.65],1,0.27999999999999997,-0.6071428571428571,-0.3271428571428571
767,1589.0,[-0.6],0,0.21,-0.5357142857142857,-0.32571428571428573,[-0.675],1,0.72,-0.6428571428571428,0.07714285714285718,[-0.475],1,0.43999999999999995,-0.49999999999999994,-0.06,[-0.45],0,0.0,-0.4285714285714285,-0.4285714285714285,[-0.6],1,0.6499999999999999,-0.6071428571428571,0.042857142857142816
768,1586.0,[-0.525],0,0.13999999999999999,-0.46428571428571425,-0.3242857142857143,[-0.65],1,0.72,-0.6071428571428571,0.11285714285714288,[-0.5],1,0.51,-0.5,0.010000000000000009,[-0.425],0,0.0,-0.3928571428571428,-0.3928571428571428,[-0.6],1,0.72,-0.6071428571428571,0.11285714285714288
769,1585.0,[-0.45],0,0.13999999999999999,-0.46428571428571425,-0.3242857142857143,[-0.6],1,0.42,-0.6071428571428571,-0.1871428571428571,[-0.475],1,0.21,-0.5,-0.29000000000000004,[-0.375],0,0.0,-0.3928571428571428,-0.3928571428571428,[-0.6],1,0.72,-0.6071428571428571,0.11285714285714288
770,1584.0,[-0.45],0,0.13999999999999999,-0.4285714285714285,-0.2885714285714285,[-0.6],1,0.42,-0.5714285714285714,-0.1514285714285714,[-0.475],1,0.58,-0.5,0.07999999999999996,[-0.375],0,0.0,-0.3571428571428571,-0.3571428571428571,[-0.6],1,0.42,-0.5714285714285714,-0.1514285714285714
771,1584.0,[-0.4],0,0.06999999999999999,-0.4285714285714285,-0.3585714285714285,[-0.55],1,0.42,-0.6071428571428571,-0.1871428571428571,[-0.475],1,0.27999999999999997,-0.5357142857142857,-0.2557142857142857,[-0.325],0,0.0,-0.3928571428571428,-0.3928571428571428,[-0.55],1,0.42,-0.6071428571428571,-0.1871428571428571
772,1583.0,[-0.4],0,0.0,-0.46428571428571425,-0.46428571428571425,[-0.6],0,0.35,-0.6428571428571428,-0.2928571428571428,[-0.525],1,0.27999999999999997,-0.6071428571428571,-0.3271428571428571,[-0.375],0,0.0,-0.4642857142857142,-0.4642857142857142,[-0.6],1,0.72,-0.6785714285714285,0.04142857142857148
773,1583.0,[-0.45],0,0.0,-0.5357142857142857,-0.5357142857142857,[-0.625],0,0.35,-0.7142857142857142,-0.3642857142857142,[-0.6],0,0.21,-0.6428571428571428,-0.43285714285714283,[-0.45],0,0.0,-0.5357142857142857,-0.5357142857142857,[-0.675],1,0.35,-0.7142857142857142,-0.3642857142857142
774,1583.0,[-0.55],0,0.0,-0.6071428571428571,-0.6071428571428571,[-0.725],0,0.27999999999999997,-0.7499999999999999,-0.4699999999999999,[-0.65],0,0.21,-0.7142857142857142,-0.5042857142857142,[-0.55],0,0.0,-0.6071428571428571,-0.6071428571428571,[-0.725],1,0.27999999999999997,-0.75,-0.47000000000000003
775,1582.0,[-0.6],0,0.0,-0.6071428571428571,-0.6071428571428571,[-0.75],0,0.21,-0.7142857142857142,-0.5042857142857142,[-0.7],0,0.21,-0.7142857142857142,-0.5042857142857142,[-0.6],0,0.0,-0.6071428571428571,-0.6071428571428571,[-0.75],1,0.6499999999999999,-0.7857142857142857,-0.1357142857142858
776,1582.0,[-0.625],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.725],0,0.13999999999999999,-0.7142857142857142,-0.5742857142857142,[-0.725],0,0.21,-0.75,-0.54,[-0.625],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.8],1,0.35,-0.8214285714285714,-0.4714285714285714
777,1580.0,[-0.65],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.725],1,0.43999999999999995,-0.75,-0.31000000000000005,[-0.75],1,0.13999999999999999,-0.75,-0.61,[-0.65],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.825],1,0.6499999999999999,-0.8571428571428572,-0.2071428571428573
778,1580.0,[-0.675],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.75],1,0.06999999999999999,-0.8214285714285714,-0.7514285714285714,[-0.75],0,0.06999999999999999,-0.8214285714285714,-0.7514285714285714,[-0.675],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.85],0,0.27999999999999997,-0.9285714285714286,-0.6485714285714286
779,1579.0,[-0.8],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.825],1,0.43999999999999995,-0.8571428571428572,-0.41714285714285726,[-0.825],0,0.06999999999999999,-0.8214285714285714,-0.7514285714285714,[-0.8],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.95],0,0.21,-0.8928571428571429,-0.6828571428571429
780,1578.0,[-0.8],0,0.0,-0.7857142857142856,-0.7857142857142856,[-0.875],1,0.51,-0.8928571428571428,-0.3828571428571428,[-0.825],0,0.0,-0.7857142857142856,-0.7857142857142856,[-0.8],0,0.0,-0.7857142857142856,-0.7857142857142856,[-0.9],0,0.21,-0.8928571428571428,-0.6828571428571428
781,1578.0,[-0.8],0,0.0,-0.7857142857142856,-0.7857142857142856,[-0.9],1,0.21,-0.8928571428571428,-0.6828571428571428,[-0.8],0,0.0,-0.7857142857142856,-0.7857142857142856,[-0.8],0,0.0,-0.7857142857142856,-0.7857142857142856,[-0.9],0,0.21,-0.8928571428571428,-0.6828571428571428
782,1578.0,[-0.8],0,0.0,-0.8214285714285714,-0.8214285714285714,[-0.9],0,0.21,-0.9285714285714286,-0.7185714285714286,[-0.8],0,0.0,-0.8214285714285714,-0.8214285714285714,[-0.8],0,0.0,-0.8214285714285714,-0.8214285714285714,[-0.9],0,0.13999999999999999,-0.8928571428571428,-0.7528571428571428
783,1577.0,[-0.825],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.925],1,0.58,-0.9285714285714286,-0.34857142857142864,[-0.825],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.825],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.9],0,0.13999999999999999,-0.8571428571428571,-0.7171428571428571
784,1577.0,[-0.775],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.925],1,0.27999999999999997,-0.9285714285714286,-0.6485714285714286,[-0.775],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.775],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.85],0,0.13999999999999999,-0.8571428571428571,-0.7171428571428571
785,1576.0,[-0.775],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.925],1,0.6499999999999999,-0.9642857142857143,-0.3142857142857144,[-0.775],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.775],0,0.0,-0.7857142857142857,-0.7857142857142857,[-0.85],1,0.06999999999999999,-0.8214285714285714,-0.7514285714285714
786,1574.0,[-0.8],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.975],1,0.35,-0.8928571428571429,-0.5428571428571429,[-0.8],1,0.37,-0.75,-0.38,[-0.8],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.825],1,0.43999999999999995,-0.7857142857142857,-0.34571428571428575
787,1573.0,[-0.725],0,0.0,-0.75,-0.75,[-0.9],1,0.27999999999999997,-0.8928571428571429,-0.612857142857143,[-0.75],1,0.06999999999999999,-0.7857142857142857,-0.7157142857142857,[-0.725],0,0.0,-0.75,-0.75,[-0.8],1,0.43999999999999995,-0.8214285714285714,-0.38142857142857145
788,1571.0,[-0.75],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.9],0,0.27999999999999997,-0.8214285714285714,-0.5414285714285714,[-0.775],1,0.43999999999999995,-0.75,-0.31000000000000005,[-0.75],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.825],1,0.51,-0.7857142857142857,-0.2757142857142857
789,1569.0,[-0.675],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.825],0,0.21,-0.7499999999999999,-0.5399999999999999,[-0.75],1,0.51,-0.7499999999999999,-0.23999999999999988,[-0.675],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.775],1,0.58,-0.7857142857142857,-0.20571428571428574
790,1568.0,[-0.65],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.75],0,0.13999999999999999,-0.7142857142857142,-0.5742857142857142,[-0.75],1,0.21,-0.75,-0.54,[-0.65],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.8],1,0.6499999999999999,-0.8214285714285714,-0.17142857142857149
791,1566.0,[-0.65],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.725],0,0.13999999999999999,-0.6428571428571428,-0.5028571428571428,[-0.75],1,0.58,-0.7142857142857143,-0.13428571428571434,[-0.65],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.825],1,0.72,-0.7857142857142857,-0.06571428571428573
792,1564.0,[-0.55],0,0.0,-0.5,-0.5,[-0.625],0,0.13999999999999999,-0.5714285714285714,-0.4314285714285714,[-0.7],1,0.6499999999999999,-0.6785714285714286,-0.028571428571428692,[-0.55],0,0.0,-0.5,-0.5,[-0.775],1,0.7899999999999999,-0.75,0.039999999999999925
793,1563.0,[-0.5],0,0.0,-0.5,-0.5,[-0.575],0,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.675],1,0.72,-0.7142857142857143,0.005714285714285672,[-0.5],0,0.0,-0.5,-0.5,[-0.75],1,0.48999999999999994,-0.75,-0.26000000000000006
794,1561.0,[-0.5],0,0.0,-0.38095238095238093,-0.38095238095238093,[-0.525],0,0.06999999999999999,-0.41666666666666663,-0.3466666666666666,[-0.725],1,0.7899999999999999,-0.6309523809523809,0.159047619047619,[-0.5],0,0.0,-0.38095238095238093,-0.38095238095238093,[-0.75],1,0.8599999999999999,-0.7142857142857143,0.14571428571428557
795,1559.0,[-0.4],0,0.0,-0.24999999999999994,-0.24999999999999994,[-0.425],0,0.0,-0.24999999999999994,-0.24999999999999994,[-0.65],1,0.8599999999999999,-0.5833333333333333,0.2766666666666666,[-0.4],0,0.0,-0.24999999999999994,-0.24999999999999994,[-0.725],1,0.9299999999999999,-0.6666666666666666,0.2633333333333333
796,1557.0,[-0.25],0,0.0,-0.24999999999999994,-0.24999999999999994,[-0.25],0,0.0,-0.24999999999999994,-0.24999999999999994,[-0.575],1,0.8599999999999999,-0.5833333333333333,0.2766666666666666,[-0.25],1,0.0,-0.24999999999999994,-0.24999999999999994,[-0.675],1,0.9299999999999999,-0.6666666666666666,0.2633333333333333
797,1556.0,[-0.25],0,0.0,-0.29761904761904756,-0.29761904761904756,[-0.25],0,0.0,-0.29761904761904756,-0.29761904761904756,[-0.575],1,0.5599999999999999,-0.6309523809523809,-0.07095238095238099,[-0.25],1,0.37,-0.33333333333333326,0.036666666666666736,[-0.675],1,0.5599999999999999,-0.6309523809523809,-0.07095238095238099
798,1555.0,[-0.325],0,0.0,-0.38095238095238093,-0.38095238095238093,[-0.325],0,0.0,-0.38095238095238093,-0.38095238095238093,[-0.65],1,0.8599999999999999,-0.7142857142857143,0.14571428571428557,[-0.35],1,0.06999999999999999,-0.41666666666666663,-0.3466666666666666,[-0.65],1,0.48999999999999994,-0.6309523809523809,-0.140952380952381
799,1552.0,[-0.4],0,0.0,-0.3452380952380952,-0.3452380952380952,[-0.4],0,0.0,-0.3452380952380952,-0.3452380952380952,[-0.725],1,0.8599999999999999,-0.6785714285714286,0.18142857142857127,[-0.425],1,0.43999999999999995,-0.41666666666666663,0.023333333333333317,[-0.65],1,0.7899999999999999,-0.5952380952380952,0.1947619047619047
800,1551.0,[-0.35],0,0.0,-0.29761904761904756,-0.29761904761904756,[-0.35],0,0.0,-0.29761904761904756,-0.29761904761904756,[-0.675],1,0.9299999999999999,-0.7142857142857143,0.21571428571428564,[-0.425],1,0.13999999999999999,-0.369047619047619,-0.22904761904761903,[-0.6],1,0.42,-0.5119047619047619,-0.09190476190476188
801,1550.0,[-0.275],0,0.0,-0.3809523809523809,-0.3809523809523809,[-0.275],0,0.0,-0.3809523809523809,-0.3809523809523809,[-0.7],1,0.5599999999999999,-0.7142857142857143,-0.15428571428571436,[-0.35],1,0.13999999999999999,-0.45238095238095233,-0.3123809523809523,[-0.5],1,0.72,-0.5952380952380952,0.12476190476190474
802,1548.0,[-0.375],0,0.0,-0.3809523809523809,-0.3809523809523809,[-0.375],0,0.0,-0.3809523809523809,-0.3809523809523809,[-0.7],1,0.8599999999999999,-0.7142857142857143,0.14571428571428557,[-0.45],1,0.13999999999999999,-0.45238095238095233,-0.3123809523809523,[-0.6],1,0.72,-0.5952380952380952,0.12476190476190474
803,1548.0,[-0.375],0,0.0,-0.4642857142857143,-0.4642857142857143,[-0.375],0,0.0,-0.4642857142857143,-0.4642857142857143,[-0.7],0,0.48999999999999994,-0.7142857142857143,-0.22428571428571437,[-0.45],1,0.13999999999999999,-0.5357142857142857,-0.3957142857142857,[-0.6],1,0.42,-0.6785714285714286,-0.2585714285714286
804,1546.0,[-0.45],0,0.0,-0.46428571428571425,-0.46428571428571425,[-0.45],0,0.0,-0.46428571428571425,-0.46428571428571425,[-0.7],0,0.42,-0.6785714285714285,-0.2585714285714285,[-0.525],1,0.51,-0.5714285714285714,-0.06142857142857139,[-0.675],1,0.72,-0.6785714285714286,0.04142857142857137
805,1546.0,[-0.45],0,0.0,-0.5357142857142857,-0.5357142857142857,[-0.45],0,0.0,-0.5357142857142857,-0.5357142857142857,[-0.675],0,0.35,-0.7142857142857142,-0.3642857142857142,[-0.55],1,0.21,-0.6428571428571428,-0.43285714285714283,[-0.675],1,0.35,-0.7142857142857142,-0.3642857142857142
806,1545.0,[-0.55],0,0.0,-0.5714285714285713,-0.5714285714285713,[-0.55],0,0.0,-0.5714285714285713,-0.5714285714285713,[-0.725],0,0.27999999999999997,-0.7142857142857142,-0.4342857142857142,[-0.65],1,0.58,-0.7142857142857142,-0.13428571428571423,[-0.725],1,0.27999999999999997,-0.7142857142857142,-0.4342857142857142
807,1545.0,[-0.55],0,0.0,-0.6071428571428571,-0.6071428571428571,[-0.55],0,0.0,-0.6071428571428571,-0.6071428571428571,[-0.7],0,0.27999999999999997,-0.7499999999999999,-0.4699999999999999,[-0.7],1,0.21,-0.7142857142857142,-0.5042857142857142,[-0.7],1,0.27999999999999997,-0.75,-0.47000000000000003
808,1545.0,[-0.6],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.6],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.75],0,0.21,-0.7499999999999999,-0.5399999999999999,[-0.7],0,0.21,-0.7499999999999999,-0.5399999999999999,[-0.75],1,0.27999999999999997,-0.7857142857142856,-0.5057142857142856
809,1545.0,[-0.65],0,0.0,-0.75,-0.75,[-0.65],0,0.0,-0.75,-0.75,[-0.75],0,0.13999999999999999,-0.8214285714285714,-0.6814285714285714,[-0.75],0,0.13999999999999999,-0.8214285714285714,-0.6814285714285714,[-0.8],1,0.21,-0.8571428571428572,-0.6471428571428572
810,1545.0,[-0.75],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.75],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.825],0,0.06999999999999999,-0.8214285714285714,-0.7514285714285714,[-0.825],0,0.13999999999999999,-0.8571428571428572,-0.7171428571428572,[-0.85],1,0.21,-0.8928571428571429,-0.6828571428571429
811,1544.0,[-0.8],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.8],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.825],0,0.06999999999999999,-0.8214285714285714,-0.7514285714285714,[-0.875],0,0.13999999999999999,-0.8571428571428572,-0.7171428571428572,[-0.9],1,0.51,-0.8928571428571429,-0.3828571428571429
812,1543.0,[-0.8],0,0.0,-0.8214285714285714,-0.8214285714285714,[-0.8],0,0.0,-0.8214285714285714,-0.8214285714285714,[-0.825],0,0.0,-0.8214285714285714,-0.8214285714285714,[-0.875],0,0.13999999999999999,-0.8928571428571428,-0.7528571428571428,[-0.9],1,0.51,-0.9285714285714286,-0.4185714285714286
813,1542.0,[-0.825],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.825],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.825],1,0.37,-0.8214285714285714,-0.4514285714285714,[-0.9],0,0.13999999999999999,-0.8571428571428572,-0.7171428571428572,[-0.925],1,0.21,-0.8928571428571429,-0.6828571428571429
814,1540.0,[-0.8],1,0.0,-0.7857142857142858,-0.7857142857142858,[-0.8],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.825],1,0.43999999999999995,-0.8571428571428572,-0.41714285714285726,[-0.875],0,0.06999999999999999,-0.8214285714285714,-0.7514285714285714,[-0.9],1,0.51,-0.8928571428571429,-0.3828571428571429
815,1539.0,[-0.8],1,0.0,-0.75,-0.75,[-0.8],0,0.0,-0.75,-0.75,[-0.875],1,0.51,-0.8571428571428572,-0.3471428571428572,[-0.825],0,0.06999999999999999,-0.7857142857142856,-0.7157142857142856,[-0.9],1,0.21,-0.8571428571428571,-0.6471428571428571
816,1536.0,[-0.775],1,0.37,-0.7142857142857142,-0.3442857142857142,[-0.775],0,0.0,-0.6785714285714285,-0.6785714285714285,[-0.875],1,0.58,-0.8214285714285714,-0.24142857142857144,[-0.8],1,0.0,-0.6785714285714285,-0.6785714285714285,[-0.875],1,0.58,-0.8214285714285714,-0.24142857142857144
